rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9
"Fantini, Alfred B.","Harding, Richard, Jr.","Nolan, Patricia M.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","McGovern, Marc C.","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped
"Lemily Wiggins, Gail","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Malner, Stefan","Tauber, Nancy",skipped,skipped
"McGovern, Marc C.","Lemily Wiggins, Gail","Harding, Richard, Jr.","Malner, Stefan","Tauber, Nancy","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M."
"Harding, Richard, Jr.","Schuster, Luc","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Grassi, Joseph G.","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Harding, Richard, Jr.","McGovern, Marc C.","Malner, Stefan","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Lemily Wiggins, Gail","Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Fantini, Alfred B.","Tauber, Nancy","Nolan, Patricia M.","Grassi, Joseph G.","Lemily Wiggins, Gail",skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Nolan, Patricia M.","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped
"McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","Malner, Stefan","Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail"
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.","Malner, Stefan","Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C."
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Lemily Wiggins, Gail","Malner, Stefan","Fantini, Alfred B.",skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Grassi, Joseph G.","Schuster, Luc","Fantini, Alfred B.","Malner, Stefan","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C."
"Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","McGovern, Marc C.","Fantini, Alfred B.","Harding, Richard, Jr.","Malner, Stefan","Lemily Wiggins, Gail","Schuster, Luc","Nolan, Patricia M."
"Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Nolan, Patricia M.","Tauber, Nancy","Grassi, Joseph G.","Schuster, Luc",skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.","Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","McGovern, Marc C.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Harding, Richard, Jr.","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Schuster, Luc","Nolan, Patricia M.","Harding, Richard, Jr.","Malner, Stefan"
"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Nolan, Patricia M.",skipped,skipped,skipped
"Fantini, Alfred B.","Lemily Wiggins, Gail","Malner, Stefan",Write-In 1,skipped,skipped,skipped,skipped,skipped
"Malner, Stefan",Write-In 1,skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
Write-In 1,"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Tauber, Nancy","Harding, Richard, Jr.","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","McGovern, Marc C.","Malner, Stefan",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Lemily Wiggins, Gail","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Grassi, Joseph G.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Nolan, Patricia M.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped
"Tauber, Nancy","Harding, Richard, Jr.","Nolan, Patricia M.","McGovern, Marc C.","Lemily Wiggins, Gail","Schuster, Luc","Fantini, Alfred B.",skipped,skipped
"Lemily Wiggins, Gail","McGovern, Marc C.","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy",skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","McGovern, Marc C.","Schuster, Luc","Tauber, Nancy","Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.","Malner, Stefan","Harding, Richard, Jr."
"Tauber, Nancy","Schuster, Luc","Harding, Richard, Jr.","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Grassi, Joseph G.","Schuster, Luc","Lemily Wiggins, Gail","Harding, Richard, Jr.","Malner, Stefan","McGovern, Marc C.","Tauber, Nancy","Fantini, Alfred B."
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","Grassi, Joseph G.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Lemily Wiggins, Gail","Malner, Stefan",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.","Fantini, Alfred B.","McGovern, Marc C.","Schuster, Luc","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped
"Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Lemily Wiggins, Gail","Tauber, Nancy","Malner, Stefan",skipped,skipped,skipped
"Harding, Richard, Jr.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Lemily Wiggins, Gail","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Grassi, Joseph G.","McGovern, Marc C.","Fantini, Alfred B.","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped
"Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.","McGovern, Marc C.","Grassi, Joseph G.","Schuster, Luc","Lemily Wiggins, Gail","Fantini, Alfred B.","Harding, Richard, Jr.",skipped
"Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Lemily Wiggins, Gail","Harding, Richard, Jr.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Malner, Stefan","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped
"Schuster, Luc","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Tauber, Nancy",skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,"Nolan, Patricia M."
"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped
"Harding, Richard, Jr.","Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Tauber, Nancy","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Tauber, Nancy","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Schuster, Luc","McGovern, Marc C.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Harding, Richard, Jr.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Nolan, Patricia M.","Lemily Wiggins, Gail","McGovern, Marc C.","Malner, Stefan","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc"
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","Nolan, Patricia M.","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","Schuster, Luc",skipped
"Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Harding, Richard, Jr.","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Tauber, Nancy","Nolan, Patricia M.","Malner, Stefan","Schuster, Luc","Lemily Wiggins, Gail","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr."
"McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Nolan, Patricia M.","Schuster, Luc","Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Fantini, Alfred B.","Tauber, Nancy","Harding, Richard, Jr.","Grassi, Joseph G.","Schuster, Luc","Nolan, Patricia M.","Malner, Stefan",skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","Schuster, Luc",skipped,skipped,skipped,skipped
"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"McGovern, Marc C.","Nolan, Patricia M.","Harding, Richard, Jr.","Malner, Stefan","Schuster, Luc","Tauber, Nancy","Lemily Wiggins, Gail","Grassi, Joseph G.",skipped
"McGovern, Marc C.","Schuster, Luc","Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Schuster, Luc","Nolan, Patricia M.","McGovern, Marc C.","Fantini, Alfred B.","Malner, Stefan",skipped,skipped,skipped
"Schuster, Luc","McGovern, Marc C.","Fantini, Alfred B.","Grassi, Joseph G.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"McGovern, Marc C.","Schuster, Luc","Nolan, Patricia M.","Harding, Richard, Jr.","Lemily Wiggins, Gail","Tauber, Nancy",skipped,skipped,skipped
"Nolan, Patricia M.","McGovern, Marc C.","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Lemily Wiggins, Gail","Malner, Stefan","Fantini, Alfred B.","Grassi, Joseph G.","Schuster, Luc","McGovern, Marc C.","Nolan, Patricia M.",skipped
"Grassi, Joseph G.","Fantini, Alfred B.","Harding, Richard, Jr.","Tauber, Nancy","Schuster, Luc",skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Malner, Stefan","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Richard, Jr.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.","Harding, Richard, Jr.","McGovern, Marc C.","Nolan, Patricia M.","Schuster, Luc",skipped,skipped,skipped
"Nolan, Patricia M.","Tauber, Nancy","Lemily Wiggins, Gail",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Nolan, Patricia M.","Grassi, Joseph G.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Richard, Jr.","Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Tauber, Nancy",skipped,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Schuster, Luc","Grassi, Joseph G.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Grassi, Joseph G.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Grassi, Joseph G.","Fantini, Alfred B.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","McGovern, Marc C.",skipped,skipped,skipped,skipped,skipped,skipped
"Lemily Wiggins, Gail","Fantini, Alfred B.","Tauber, Nancy",skipped,skipped,skipped,skipped,skipped,skipped
